2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09
1320025967176372232,1328921829067563008,1339349924807208960,1348075094187249664,1362209168397119494,1371130853045178372,1387387617080233993,1397157307553914886,1403786693161877505,1420854057187610627,1429199141087944710,1434204465419235330
1321486205423288320,1333458097768022016,1335288582299209728,1346453961931370498,1365192859490652161,1373942010164477952,1385787348441616387,1393865650578370560,1409933643737337859,1416592711394725889,1430064251398332417,1434267275289300995
1321931124612820997,1327507905797517314,1342198466596974592,1350137749110714369,1363295892770537478,1370954495690223619,1384253091529121796,1397291806459449345,1406658651155275776,1420380356511891464,1425426540192534532,1435651549661913094
1318636523995189254,1325457651908702209,1336876212136734721,1349244623034585090,1362936182649282561,1377458386678263808,1382566857224425473,1393022390012190723,1407042943274323971,1420335829843578883,1426608768389849088,1435230369792643082
1321843614583050241,1329230553212735491,1343217693265186823,1347100654955855874,1365398513283080192,1376640518675914761,1386761591551664130,1396846538178056199,1408987827677900801,1416757918867787783,1427765943552200707,1440569494959648771
1321763649342656512,1333395513534607360,1336903924499017729,1355185777676701698,1356226451352260613,1374963185372049412,1378163581720567808,1398654032223391747,1410285089037094917,1417945151226396674,1427710819563974657,1440653922503254030
1322560957575389186,1333575401659133953,1338339758095933440,1347589505403015168,1364634424403501065,1371487050139074564,1379948740254007298,1390620185690660872,1409453903813480450,1421529931041808384,1426267281445867527,1439575290603130881
1321864876764127233,1330569445769666569,1337394509840228356,1345407761182412805,1357834599758446594,1372365014804357120,1377837771016994820,1395830544135503875,1406690013937549313,1419431315330457601,1431241303120035849,1436034126017073158
1322233780153757696,1327556813735260161,1340006358851215362,1348836385290072066,1359619760703610886,1370751394647445505,1378258469870952450,1398699748970827776,1404565676514230273,1416737864654725124,1422800920698658816,1441952312453476368
1318132888966148098,1333552372535218178,1339368098512707585,1349188373622231041,1361386683703427072,1376400100591861762,1385167749736013824,1393531248048582656,1405923359838330883,1421512999303589888,1423282056071553033,1441593940612763650
1320334992417955840,1327587249425424392,1339721223555706880,1351824253407129604,1359913292794363904,1371742516224098306,1378681934520459268,1390038633562968081,1408572936152391690,1410599113708642313,1427434589283303424,1437133149692174337
1318525331276529666,1333154412764622848,1340686876538187776,1346866391664779265,1364428282746318851,1372825753520369668,1382488908345262086,1398663884102201345,1401947511057784837,1416362888772689933,1424009048517656577,1441532110162989066
1322588623800336386,1333506963204956160,1341839878544355329,1345459903696089089,1364881986259681281,1371458615509389316,1379794971260289028,1395161416517177344,1404451831770619911,1421416089590849537,1425271925903818756,1436423262418968604
1318861658459131904,1329859762205446144,1334600502051549184,1355070512309940226,1364738669823881218,1370792122182365184,1378528845775699974,1395604781830262786,1401566050261487616,1416069733527527436,1423701770262376448,1442105579049308166
1318341764487344131,1325586542237257734,1335722647347470341,1350168245895094275,1365474129319768064,1375929145004150784,1379131657836433410,1393700566585335809,1400968121620512768,1418571512475308036,1423754689959637001,1434872516644909063
1318323391993085952,1333182864897150976,1340818172320968704,1346610176397336576,1365180007111405568,1376745876937273349,1378533450458664964,1396825766520791042,1409254751242539014,1421371424598491136,1428210366492798979,1436060690578608136
1321008595987763201,1323097865389019137,1344450989630365697,1345914313039466496,1360142934365069322,1372943845340614665,1384591787126247430,1394162209102594050,1410204811560112136,1421337326198865921,1422662701621391360,1438492961189339143
1319218515413508096,1333136982898208769,1337269092890398720,1345483542571192321,1356318572826423296,1370762164210855936,1380274533299544067,1389993117693136905,1409331328680534019,1412801306482417673,1422585142787325953,1443265678450982914
1319150052200296448,1329960477502414855,1341880889551155200,1347750638575357952,1356989558269890568,1373686063588388872,1381319445491150857,1393971960091086848,1408823357743767553,1417931674533335043,1424011596075044864,1437374867305811973
1318249395050016768,1323512803467030528,1334314734041096193,1353128412525813763,1364562850442788869,1377437011603169283,1387852070686973953,1391215408649162753,1406310641766334467,1421483964318035968,1423623782778998786,1440482807784960003
1321086659203510272,1333487210394308609,1342396328358379522,1352970391396954113,1365017449335259137,1375153526255480836,1380486081519349760,1388590198754263044,1402242849681330182,1421028808136663044,1428364206676480011,1440861627469860871
1322303130365820929,1329533037059641346,1336553776153550848,1351537967563759617,1359659493697736704,1370412791182548994,1381642257485365249,1388606922790682624,1409219167094554630,1412140451373715456,1428100034931744768,1441605847193296903
1322371575316840449,1333157438233591809,1338754851631722501,1349021224890937348,1363566178774495233,1368213013438857217,1380534030827991045,1398324633854779397,1409957515161391105,1417834859167428612,1424647222210088965,1433513452857962504
1318591169744588802,1327250761793867777,1341451519615483909,1355466190815178753,1362887615377195016,1376713781259116548,1378239804727562241,1389661636227596289,1406451534347468801,1410549020582363137,1429375687798910976,1437773933680472077
1321788494780530691,1332965230725492737,1340930473275641856,1346836297919438848,1361446224386121728,1368363087263379457,1387420774919589889,1393643736920432641,1404354372251815938,1417217568167890947,1424745427912597505,1441256846157770754
1318875488685854723,1326033001483018240,1336469385238736896,1346944936537710597,1358209112451018762,1375490255109902344,1387789155963396106,1393600999730778121,1409143202871926795,1421076897799233536,1429073880472248320,1442736994975567878
1318651344496906240,1329524333195141120,1334591282157662211,1351636972671000580,1365654102340993025,1376925464804139021,1387194208767725569,1397818660580782086,1401569463116480514,1421597174861901828,1430339435695165442,1436365509574987786
1318289425902804992,1331811674068758529,1336298274953760769,1349961011416055810,1364301698663997444,1376319120644407297,1380898615246217218,1393655844663959558,1402637623173210116,1417195376348745728,1430170875274448907,1440348238121373697
1320187006421434369,1326642520130908162,1337579041730097152,1346179069251964929,1362212749397393410,1373696619116388363,1380613822143029250,1391107558941904896,1408585172820402179,1413186502197194758,1432355343540097025,1437536905801998336
1318600652453535745,1322995939402043393,1336103625345495040,1348691043634479105,1362485000227024896,1377241353025806340,1380927781190524928,1393567585963286529,1408452454912495624,1421493957658390530,1426650608006680576,1434288382494928896
1321873125781417987,1333143481305485317,1339206984852189186,1346813700792066049,1362950098771148804,1374781987509186568,1378098203480969220,1393253751004176384,1406025449596239872,1420141533727281154,1430914100238766085,1442975596905058305
1322759077785600001,1333157455702986753,1342809247948578822,1350555025286721536,1361053559714947073,1371186066686902273,1386762308098084866,1389175503458738177,1410345426386096128,1418211956297592839,1422171031943499777,1439470324286849027
1318628739643826179,1327796688950603777,1338459480183468032,1346468320988393473,1364842483914448896,1376374553153273857,1385241914421678083,1389729401055502336,1407848080653709313,1420734555942752256,1432011754540867598,1436411046571520009
1322584550619447302,1331356169366089730,1342709662559383552,1352262408383954945,1358620664845004800,1366762420744708100,1380544471281061891,1392920719500058624,1402289702607196161,1413186983111897095,1425751372230713345,1438841068464836617
1320403591404883971,1326944078437740544,1338527072449282048,1355223122761408513,1366278985655713793,1375899896780365828,1382379283830738955,1398665207040282626,1401815285980536837,1416733460299980800,1423511550699134976,1441655670063845378
1322297495125401601,1328790296382103562,1334428447108698113,1355884624707268610,1366099397742837761,1368992715480981511,1380483111574761474,1398883130707103750,1403641134333767680,1412273186968772609,1423888181569728512,1440605646093570055
1322135113128243201,1332767814718017536,1340090863603515392,1347321705023369221,1363865286500311041,1366942989201924097,1385742134708375555,1393100523503374339,1400035206782873600,1421230580767854592,1421893452996952073,1436045111406833665
1318429279105867776,1332345139352768512,1336395322382278661,1346618098200186880,1362783559002558473,1366492473116213259,1384934329873276929,1394949174899220482,1409246467563339776,1411066802881376262,1430555032798310411,1440399217403457545
1322788682185789440,1333526533831618560,1342502207736827905,1346641344912109569,1360546884608282626,1369337024793239556,1381807228668219394,1389667296424038401,1408153944006828036,1417963309320572928,1426502645632675843,1436157833284931585
1318084470990344193,1333136774122582017,1341911772647854086,1355964567516557312,1365600110923628544,1372660598136303616,1382508877166481409,1398256641737379848,1408947690000449537,1417985533733650433,1429676425825558532,1436416404144607234
1318336199275274240,1324195340031987712,1334184559441743874,1347616297094361089,1357543272315502592,1369789281653391365,1381421862673088514,1392984226895519747,1402412933976670208,1413037507651018753,1422405982995369987,1436715147742023686
1321646612964347905,1327481398723301377,1344579781367459842,1355604570421026819,1366088807708254210,1373036196167843853,1377960623573774340,1392924108900478981,1406286239427334145,1417811388353945602,1425149038098145282,1442199471970938880
1318300344569499653,1329578342048153600,1338821095168880640,1345994436635893763,1357675436138979330,1374044451153211411,1383182411811459081,1393352696405676034,1399781496647528456,1416687790226542592,1432133427315228677,1440051956240699392
1320589026433355778,1333144058127060994,1334967847785648128,1351311874130927624,1364495614822789121,1371137027740172289,1383726762043985921,1393200394558492672,1400174806172045317,1411561972211097602,1432720464707784705,1434827869864165384
1320854610970640385,1331640014678188035,1337696547253989376,1355618511154888706,1361630467817168896,1368965550567788546,1387865419541741568,1389881962534522880,1402890202390142979,1420866140427988998,1429347883669594112,1441791612661682176
1320443660656279552,1331364428076310528,1336559859706126336,1352564369226399744,1362895535754084354,1375472329564827650,1382765195785822210,1397772083388551168,1406592679962505228,1421444990379700224,1428836183761584131,1443580631284260875
1321160125214822402,1330434701044051968,1343839725115887617,1345236087438884870,1358166788396048386,1369726417987121154,1381166836289519621,1393202584068964352,1404588328037593091,1420261430373359623,1423416601697677313,1436621160763076610
1320171065146892288,1332730495654825986,1339894028133826562,1350168189385256960,1358795536195796993,1374555574348754944,1379886089780006919,1389364715667607552,1409012396253802501,1420129177169190912,1423657341057130503,1440799670675009542
1320236747100278784,1333641287417925633,1335556002767384577,1353813441501401088,1362826538966745089,1367568905749860360,1386142995595005954,1395506736165949441,1408368277219381250,1416450177611833346,1427728994988920839,1434263557713973249
1321179160606347266,1330375594052378624,1342490657773002752,1346610571089731584,1365110616508235780,1370497050182361093,1387418935688060928,1398827589439868929,1400394313222217729,1421571159183839238,1422653600279539715,1442579312985526272
1319046515332087809,1330255408041222145,1342265046085349377,1350590941539807232,1362765688771911683,1372303903509860358,1382281001791934468,1393697576533233676,1407703468933103623,1414865527994998786,1422546697587200006,1436501713591025666
1320792780462034945,1333180803765784578,1338347226775625728,1346848549745655809,1366267702625505283,1374374292197044241,1380995772481593345,1398838003867344896,1408232829381754880,1417610575123714052,1424524383071129603,1440858878124589058
1322054186163490816,1330001500819644416,1334659574020837380,1354389053903409153,1361227875622391815,1374321496357736448,1381439646119395328,1390011734413434884,1406344345985421319,1417869751334760454,1428582790119964674,1436036732336619524
1320939200812728320,1331938663727554563,1337130101469835266,1350497407579152385,1363898238676434948,1366502004768600078,1387442550362054659,1392777578411331585,1404507958852173825,1419597659594178562,1423089357645361152,1441443248875048975
1318929260128669700,1326594232447086594,1337863481161355269,1347928002479484929,1358711912813445122,1366357221861384199,1378256715007680513,1398353420512284677,1405879664543948802,1411765386933112842,1425436744212639760,1441122936598016003
1318805281392926720,1326068228062289920,1343553426047856642,1351377491055824904,1362795352894627846,1375866849624227843,1385389872979095552,1392277205087047685,1405968657897897985,1420880975395962883,1427987295177609229,1437651662194331648
1319580450118078464,1326022207076790278,1338736966184132614,1345165080929955840,1366260146511351810,1371165056323362822,1378280289085063170,1397848948841144320,1405194567331336201,1417551354533457921,1428235903093329922,1438687534100451328
1322558843013025793,1326283055535943680,1340178879584022528,1346107821495119873,1360735512416423936,1374853842152554497,1380186034328190976,1388871570349723649,1401645399543357445,1418175282087964674,1430259289994760195,1437854612715982855
1321530256407306240,1332648969395204100,1342389614800080897,1349557823525576706,1356526458630533122,1368962304751067138,1379154597646897157,1393203724382789637,1404912189434179587,1418630521383424006,1425557487713935362,1436036922028306432
1322547858655055874,1332127687117303808,1335378149622747137,1355916723963179019,1364809792263315456,1376346834512281600,1381106142126899200,1389901125919383558,1404573636288126977,1419709896669470728,1428140191919783940,1439906895016386562
1321806535421407233,1328422428524105728,1340190983862960128,1345454361892196352,1362778716024176640,1369127064314540032,1379835605975097346,1391068262302064647,1406318697786929152,1421512657174032384,1423843010031280130,1440097738377646080
1321496805926817792,1333242595821170689,1334688337337212931,1348999012049952773,1360507739194163200,1375816913251622915,1380480248454733827,1394564023887319046,1405631238682169357,1419068426715385864,1424959261512114180,1438417601718272000
1318091999837261824,1333249256866516993,1335720911685767169,1346479070335225862,1358552174763139072,1371005634854981633,1384315916532559874,1396740773018669058,1400994165895446539,1418922677071405062,1430938079561400326,1443368683913445380
1322281091428839424,1328106530814767106,1337312233878065153,1349781032258609152,1365981424764002304,1370746011325509633,1381681011122130952,1389660515077664778,1409286901597544448,1417316660999073803,1426086790834712578,1441754565297283077
1318919051427614725,1326719423147876352,1339913070932611075,1346043290777395200,1365842510208069632,1372216479056269312,1387630280496713730,1393328767641194499,1408709309400174592,1420126239587721216,1421888597465178116,1443756134913871872
1319394548498530309,1329417117008089089,1342434033699966976,1351692815370244101,1362864692197134339,1367558623333732354,1385786135239090178,1390009658216177670,1401153521936916484,1413348289886527488,1429112895649030158,1436079386630008834
1319767780741271553,1327087450037030915,1337470678707138560,1347740015217037313,1362273602788352000,1375437194400239630,1385800734638227459,1393596084203655172,1408218483876319235,1421084937130758144,1428180188320337934,1438731592902512641
1321838073487912961,1324161019820781568,1338887305973608455,1353112321426649090,1365796849823715329,1366479352435728388,1379483713260638208,1395493262140469252,1402083495736795137,1420024591351787534,1428696197577908226,1437464093183643650
1318860168671748096,1333132316923846658,1338903233226424320,1350100538877239298,1360381372972609538,1375120114601893889,1385336098931367939,1389546353752252416,1408821219667824642,1416596130213765121,1422335813250129926,1439465453701656579
1320290408602214401,1331353314068459529,1340858027570847744,1348872382329577477,1361451040655122435,1376921652068560900,1386896026393587716,1388848425387560962,1407449279711567880,1419957976899665937,1425789522453831687,1436380699326435336
1318864982491205633,1323473318884765696,1338369115199860736,1354291930729857028,1357403315735126019,1371183416197185537,1385638950157660164,1398640028440535040,1401916990156124160,1420632042438602759,1423235198594863105,1438893415765270531
1322294825564164097,1332778910476427266,1340685161172774915,1349894070924173312,1364102327985135616,1370410608756150272,1378572858771836929,1392457421055012865,1404881426818813952,1418699076430974977,1431814951610593281,1434289250325913600
1321386804516302852,1327047135221563392,1335151226648977408,1348723223588974592,1365281180921303048,1376232125804863489,1387759770900344837,1397283795175448576,1409869607201083393,1417480693622452230,1432088188315598852,1436167499611983875
1321041315153534982,1326942121593622528,1344490902430117888,1346538936282222592,1364356467692888067,1369103480254832642,1381200722893668354,1393306438039003138,1405592299392864259,1411673313492058113,1432038368343257091,1440389168585068558
1320742378697883648,1333453401238233088,1337438346382102533,1355211562261340162,1357421027635073027,1369323608783400966,1387377796650086403,1398831887330680832,1400284133344092161,1420048310434402306,1423802924451262465,1435267855239483396
1318887787798630400,1333130602015453184,1339483024786898944,1346814299285692421,1360630557835673600,1374784221240299521,1378847287825338371,1392392983601946624,1409630542828503040,1417308929923731458,1429098517990191104,1433968893836603393
1321375211179094023,1329927409894887426,1335653242856882176,1350814328606380035,1360364054938845198,1374817355168055296,1383789444625440778,1389662727812091909,1401460801593085956,1412521452490928134,1428700814999175172,1442591669845520384
1321208074552619008,1333130040968581120,1339847056882544641,1350049959148589058,1360588009763180546,1372125990529421316,1380552786434228227,1399277520877330434,1403783902355939332,1412061294681677827,1429439660233838596,1436126974460764160
1320606414755090434,1333226395208740865,1341731154731421696,1355208847267303424,1359541871538675713,1372375685893922818,1378791237445107721,1399031279887085570,1407029382669946881,1418499080385400834,1428840837136400389,1441341190570328076
1322556058867396608,1330644413350080516,1334703096400756738,1353802010072657921,1362101830633746432,1369798615993102336,1388042081663344642,1398163826156081157,1406075658850213889,1416139969379319809,1428050388574482440,1435067035889766400
1319491322705793024,1329196782048317441,1340761300419321856,1353507186664558592,1361611421486751749,1371515085034815490,1379741587232673792,1393706350971133957,1404859952951332869,1421461351302668293,1425137647278649346,1437665045291225095
1318902849754091520,1327374677384327173,1334626185037418505,1354856554881757185,1362807556956065794,1375807870151884800,1388169156663537666,1393525734983946241,1401186409965187074,1420543537569992709,1425572799754686468,1441420519044116492
1319915488974151680,1331544163553316866,1340749783011631105,1346650510422466563,1360391487347847168,1373331405577416705,1385597093432102917,1398113728458018823,1410454381753950208,1413530486597726209,1425249694159147011,1434224582546894858
1318717700017881089,1333279212103491585,1335349545534775299,1352847475682508800,1364223432582258693,1376073262166249475,1386751579965902855,1393924646064492548,1403210607755726852,1421187199207448577,1423403797582385152,1443197461959487489
1318693884877246468,1329349005315362817,1340640096417165314,1346633736914407424,1365056195942174720,1371349313851252737,1385492999291949056,1396635919109722112,1405182630329520131,1419857493119881223,1432019682551271429,1433112474740482053
1319905238715928582,1333463559582478343,1343394898117074949,1355726551590055939,1356944419589603329,1369158148234170369,1387318450041798657,1394735079855951873,1400772485755412484,1418901435543076865,1425844700204896256,1441017641779478528
1318454184027500544,1330829502876946435,1334185690758868993,1346212492524068866,1361737946144133120,1376993383714017282,1379262132378759172,1395592746849669120,1400965096923308032,1420090289843326981,1429845844161798145,1434700247805083650
1319637320967008256,1330674778060038148,1337319282657669121,1351602228746997767,1359215269630115841,1368310196615802880,1381853382957142016,1395860630398251010,1404455604953829378,1420190168649240581,1426473801865441281,1441236110542196736
1319349361000800256,1330070136750039040,1336419288098336768,1355888696713613316,1364640878778871808,1366875034946588672,1382473622518915073,1396787038536491012,1402939058226139136,1421078401146753025,1422856457628749828,1433622849801969667
1318773599692574721,1333066966693658629,1341555624086106112,1354141139704623104,1361647518690533376,1377023945069760512,1379117142281494530,1397266919586156550,1409696511462498306,1418589186362327042,1424983679600795650,1442907836581699584
1318621100503371778,1332762094593249283,1340781399893143553,1351649577540198403,1364611445212786692,1376603098358165507,1387228827059949574,1394365852162592768,1402354441093779457,1418385911516119042,1430545233725505538,1436468190100561941
1320664881859878912,1329346065942929409,1340310995907080195,1352668699287805953,1360099600766500864,1372526103366135814,1377853754989498369,1394576679163637760,1409880569761128455,1417897021076393990,1424896398055591943,1435845256977674244
1318247315220664321,1333071671054446597,1341099604138450944,1346521345279066114,1363001783061258241,1374384812446818308,1383048036197228548,1395122191684055040,1408348572144259072,1420904142755831810,1422607058541625346,1434154105367371778
1319308548325724163,1325570701328257031,1337378243972718596,1354755595728019459,1359107939118813185,1367208404251508736,1384256981624451079,1396631679876358146,1409954676674547718,1416690662984937472,1425483533921882116,1442640532769939457
1320710202409291777,1332752642544689154,1342349937367896064,1346631027096080386,1366186419316785158,1372766509404065795,1377983363030614016,1391681873164779520,1405282270907301890,1420335419909083140,1430293093031501824,1442221300206878727
1321981832171343873,1329940290464059394,1335939177469390849,1353811571194081280,1359169891916533760,1371441321412550658,1387884058009604099,1394363935323828231,1400529032798773251,1420874860310323203,1425435262218383360,1436368668645019653
1319619572710912006,1333643042188914688,1335689363401940994,1353072924698112001,1360893195782078465,1367891846056337410,1385314691724025860,1393451234888011778,1407930557833510916,1414315024869335041,1432666251592093696,1439007600427749377
1318620290059063299,1333057835865939972,1340929615611752449,1347903412608921601,1362894481389805568,1374454260662902790,1387336069595676674,1395097259121934336,1408932090243133446,1416072051727667202,1430080335262404626,1433973389635510272
1319586604965634048,1326878034549485568,1336305574871490563,1355651596051484677,1358098146937630721,1369685304634966018,1378038258811211780,1393558432544813057,1402218164335693831,1418325735916322817,1426974032948174848,1439207991715287040
1319142853034102784,1322931042831998976,1336595327143428097,1351763398690820101,1356282717114167299,1376535789933314053,1380306605451833344,1396204193199935488,1410044691211452416,1419832113927495681,1428492181841629184,1437028030829023237
1321664485908639746,1331188434136915968,1337228728275927040,1349641548401696770,1362567093082873861,1373013248346370053,1387140737825968131,1397724571411824643,1401210405792489473,1420378973045932032,1429053578291843073,1440036561706360832
1319566091216093184,1333131852056412160,1338674074109825024,1353161239363428354,1358543065808580609,1373804892771483648,1378271366538010625,1393647271686787073,1403019971572158468,1419921801614970882,1428734812571901967,1433863300278853632
1320504766913499138,1324616002768961538,1334227065286037504,1352751071089844229,1362086958550425600,1369338741236633615,1383601062930616325,1394324082678763522,1402575629959192580,1421026456365375488,1422656803125428224,1440834616055586818
1319306013963472897,1330418719709917185,1336882862314856448,1348764997258776578,1362098129059782658,1376069883230834688,1380634500393226243,1399121509210198016,1405132247615823877,1416798776115843078,1424669275692875777,1441105991710298118
1322472141250469888,1333132320891695106,1335263286019960835,1349189557288226818,1361988858020257795,1369709232472399872,1377934092361101317,1399338749989896201,1404833355514867714,1418580808550469634,1431991525408346127,1433669170772815872
1322492354679377920,1330512831490486275,1336126272368484353,1353837317258170369,1364808943336181766,1376936208337575946,1386238154232016897,1399075196036911105,1410032655236751363,1414124095424196620,1422734715166003214,1436987994876096516
1318134535821971459,1331553193382219777,1336091322181013504,1350371473991618566,1358044534706348033,1374352650938970112,1385239119920517124,1391066092370423811,1400271463211536387,1420162804993118208,1427707552662446093,1443774466975309825
1318621065778778113,1326823451659653120,1336399296556650497,1345014925702410241,1360956220333465600,1377500390837551107,1379829736457740290,1394441368081104900,1400106916756480005,1417869332684623875,1427353785756758017,1436093099084861445
1320923362177081344,1333134741722296321,1336138597670526978,1351456075384557568,1364911429971808263,1369681215318540291,1386491091482992641,1389389357782605835,1406969687896846342,1415788212006576129,1421891923665510400,1436086998100480004
1319535191283568640,1326387653613395972,1338280665633218563,1352701094196105217,1361094546818560004,1377345507505238017,1380545202511826944,1389206225716490246,1408067667919998977,1415863281391218688,1429644516756058113,1433312789091655689
1318889251296129026,1330940424480022529,1336453227877842946,1350803152166072322,1357420489598246912,1374138827673989121,1385153674469597184,1393016939941859328,1409909524224352257,1418008245453557761,1422533003956260866,1435764679582699524
1318961484639199233,1333616856599384065,1343607946538848257,1346632457647341568,1364945891044585478,1372178548144943109,1382797915085807616,1394264403248173059,1407462875736707078,1412089716573310977,1428572085434167296,1436117021452869632
1319366891232808961,1328807922634289152,1344040413615669249,1345951439055675393,1364335316019122183,1374742670963318788,1384891895583760384,1389441299661664259,1410283678777888771,1416771587680968705,1424719063423533057,1436811708564230154
1320018972931018755,1333151850791579654,1344538402604130304,1346535759726174209,1358285040883355648,1373120411290984454,1386887674045337602,1392696918074142722,1403012309774180356,1419827455339028485,1426605032930115585,1436317212185354242
1321350680184016896,1330212776246128654,1336385282778615809,1355513704448667648,1362531182970290177,1372976530880614401,1384026830550622209,1389558469125148672,1402005001963200515,1416834134052323330,1425405912999546881,1436129060472569860
1320348363909296129,1333145591711404032,1333837875956363267,1353031461650243585,1365813185081716738,1368214364445151239,1387384012260483075,1394812700232986625,1409049138424168450,1421203902486175752,1432472507282599942,1437818906672975880
1320403552540426241,1333489829871452160,1341046011578490882,1352911059024285697,1361772323473350656,1373238238886961152,1379123663299956737,1394278577215000578,1407188635401691143,1418314313127837696,1424397883856637958,1442917514887847937
1318541727578300416,1333564081320591360,1343824968921051137,1351734803956117505,1361419041903054848,1369792510147497984,1379243902201303041,1389660146104553472,1410033449210204163,1421314844981186562,1426483151937937412,1438600514753675267
1322015559748358151,1328685391889784836,1339945072675184643,1350931362052714500,1366122832997068803,1377062790914060290,1387698331376308231,1392940138339213314,1408945685676781568,1421168720509026307,1426204709044424706,1441211110527541248
1320516172727619585,1331987075554369536,1343224672930856961,1349943227751739392,1366064540815921155,1369646805806374919,1378353222797176834,1396928199276253192,1408180100202303488,1420113772228796418,1430115502022565889,1438178373356990471
1322725173678624770,1333231036671664130,1333822786175971329,1346651300759408641,1363879619699625992,1368997407065731072,1387232588666966019,1398682187189276673,1402395041478307842,1420358562589462544,1427100063084556288,1439946744058429452
1319405690046341120,1327908013051621378,1344032079902814215,1352782666647687168,1360537619671646209,1371730803768623105,1387864045932322817,1393588303580975107,1408145202766913538,1420905372278272004,1422724208564527108,1436076357675413505
1319694511019352065,1328696211126226947,1342281965483933696,1352271534686154758,1365609715099697155,1367920364496560137,1387540842118844417,1397850755030151170,1402631778486083586,1411019737602035714,1423798621804404740,1436080895325351940
1321427757377691652,1326022251280556032,1342119883635568640,1351773478626668545,1362794900996120610,1376587882601795584,1384393567666200577,1395522571358019584,1408197757928542208,1419811995524730880,1426362114650738689,1440296625700675587
1318739669237092352,1333192897861128193,1340099728415965185,1356022060724711424,1359734407016419330,1376215482341154820,1387401404168515586,1391398438345052163,1405988180655063048,1410637358580518917,1423050816580165635,1437422239520022543
1321440824576614404,1323372491033763842,1338780314987016192,1348709828491939841,1356702611299135489,1371261675903492096,1387460767226765312,1397917226846490629,1408909065141460994,1416269987451392008,1424658920132399104,1438316869841264640
1318065669661892609,1333136213377683456,1342651266787323906,1352293922639388672,1364957817443135490,1369051558839652354,1385752686327336960,1396636452704841730,1405303600314826753,1418289080627089425,1426368257318023172,1439221612558049284
1320199476800180226,1325031574593802241,1333777362316525568,1355560681974722561,1360365732140371970,1374949756229840898,1384439594540621826,1392569041001254913,1407117090004340741,1420341350583656448,1422546956946231298,1437408128241446913
1322391586706259970,1331157430839853057,1336477349953540096,1349013279440576513,1358420708431302661,1376863951695142915,1380300209712992258,1396650170557808642,1402972108397809674,1413290798649466883,1427306369632243714,1439636913573466120
1322791945132007425,1331175760992768002,1341214378360770562,1347731409402613760,1362787844452974602,1374248352121040902,1384748194379145218,1398881429405192196,1407186228395470851,1417106315248377861,1423717307503759362,1434964964410904578
1322620865268383745,1332086415996424194,1338021417066004480,1346654256829349893,1363401230093938688,1373656384936546306,1380587740522283008,1395962727839981570,1401571966868459527,1420211919529598979,1431139674295242752,1436600754014408706
1319939479302524929,1324212910290280448,1343814571950129153,1345787520680742912,1366020808301240325,1376935635605364736,1381800096233222144,1398905885808812034,1409907626738171911,1418443185827684354,1429137402883362816,1436807526981373954
1321485525845479424,1333158281913700358,1344701782379868161,1345277634356404224,1365537294665539585,1376990301131268097,1388248350915452928,1393330918845263872,1409540110152986625,1420434105200791559,1430552266969284610,1443072585453899776
1322268215867809792,1333589918325624837,1337194271133347843,1352677133110411265,1360227707137757187,1370769072435179521,1384570920166060037,1395545058686816258,1409766175681269760,1418906484105269255,1430282887681781762,1442577267536928780
1319036559279202305,1326620420980830208,1340919305840553985,1346818986885967873,1365375861097168897,1377276825840193548,1380199269743742982,1392132123314753537,1404276979512221696,1416168844683530242,1431765259237298178,1442886042273648647
1319209998791200770,1327656123617464321,1338914436036272129,1355477171763077122,1365674705462513668,1368564876898091009,1377708372070432772,1388715281145417731,1410040978598076416,1420458330959585282,1424264475738181632,1433525019242426371
1318529333728890882,1325583033571799040,1338527175784488961,1345740054422024198,1362463168824549378,1367110356234088452,1378864593435525122,1395152683913252866,1407551636772323329,1420425821270028296,1425073320660062218,1434553749524021253
1322739068485197824,1324379153869627394,1333872184452919296,1346878136831545344,1364549242602344448,1366477232189792256,1378207027156058112,1394790276447850502,1406219516489699335,1419089017652465668,1422748001622179841,1439416057635082241
1319543942359207938,1333275044126965760,1343177586864746497,1349880969445191681,1363138747215147015,1367288119465189377,1383996078538706944,1393367143589285892,1408788643691565056,1420628758780841991,1424406086845702150,1433139913201967107
1321079728984510467,1331329485526982658,1336116045615140867,1354540466482667522,1364084027523743744,1366512166656958466,1387047212446666754,1393431860106211328,1405231218250162183,1413580641602580487,1422903457258872835,1437736707177201667
1320724667947245568,1330072922413801476,1336509498270347265,1353219542319853569,1363591693640073221,1373322015499780103,1377541078518226944,1391421096633774087,1400484139778854913,1415840011933544448,1430187866399858688,1434189515476844557
1320791420698009600,1333480092421431296,1339491963373051904,1347556428643401730,1364930870923124737,1376650032011751425,1388102178133495814,1393830219333648384,1409524760178925568,1418594382182195203,1422554212232318982,1433969014347235331
1318577093836476421,1332577282267828228,1336596686005706756,1350999612618899464,1363843356984541188,1373278095994654727,1381821654641344514,1393148367904071682,1410356916484771848,1418405891875999744,1430994560197484552,1443592588024500224
1318810263668334599,1331895499268501505,1342215576928858115,1354777338031071234,1364475090977447941,1376365647513411586,1385960946464550913,1393192491139141636,1405970818463633408,1412944722625241092,1431583031261896704,1436394355229483010
1322159421372338177,1333371143827447810,1334450738370633734,1346609070074187779,1361378342033907714,1370936733152464903,1388119015516635139,1389234061193973766,1404256774887194628,1418563798022168577,1422582159706148871,1442705742432194562
